path,event_id,bookmaker,over25,over_created,under25,under_created,error
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,betsafe,1.81,"05,03,2025,20,57",2.05,"05,03,2025,20,57",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,betsson,1.78,"05,03,2025,20,51",2.09,"05,03,2025,20,51",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,betway,1.78,"05,03,2025,17,32",2.00,"05,03,2025,17,32",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,bwin,1.75,"05,03,2025,20,52",1.98,"05,03,2025,19,52",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,cloudbet,1.84,"05,03,2025,20,57",2.06,"05,03,2025,20,57",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,duelbits,1.79,"05,03,2025,20,59",2.07,"05,03,2025,20,59",
/football/europe/champions-league-2024-2025/bayern-munich-bayer-leverkusen/A7aLJ41D/,A7aLJ41D,betfair exchange,1.82,"05,03,2025,20,58",2.08,"05,03,2025,20,58",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,1xbet,1.34,"06,11,2024,20,55",3.35,"06,11,2024,20,55",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,888sport,1.36,"06,11,2024,09,01",3.00,"06,11,2024,09,01",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,bet365,1.36,"06,11,2024,19,50",3.20,"06,11,2024,19,50",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,betfair,1.33,"06,11,2024,20,46",3.30,"06,11,2024,20,46",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,betinasia,1.35,"06,11,2024,20,15",3.27,"06,11,2024,20,55",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,betway,1.35,"06,11,2024,20,09",3.10,"06,11,2024,20,09",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,bwin,1.33,"06,11,2024,20,52",3.10,"06,11,2024,20,52",
/football/europe/champions-league-2024-2025/bayern-munich-benfica/2JPfZyIl/,2JPfZyIl,duelbits,1.35,"06,11,2024,20,55",3.15,"06,11,2024,20,55",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,1xbet,1.37,"18,02,2025,21,01",3.20,"18,02,2025,21,01",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,bet365,1.36,"18,02,2025,20,01",3.20,"18,02,2025,20,01",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,betfair,1.33,"18,02,2025,18,14",3.30,"18,02,2025,15,19",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,betinasia,1.36,"18,02,2025,20,47",3.17,"18,02,2025,20,52",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,bets.io,1.36,"18,02,2025,20,11",3.25,"18,02,2025,20,31",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,betway,1.35,"18,02,2025,14,07",3.10,"18,02,2025,14,07",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,bwin,1.35,"18,02,2025,20,44",3.00,"18,02,2025,20,04",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,cloudbet,1.36,"18,02,2025,20,47",3.15,"18,02,2025,20,59",
/football/europe/champions-league-2024-2025/bayern-munich-celtic/hzHaWmWq/,hzHaWmWq,duelbits,1.35,"18,02,2025,20,48",3.16,"18,02,2025,20,48",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,1xbet,1.31,"17,09,2024,19,49",3.56,"17,09,2024,19,49",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,888sport,1.30,"17,09,2024,16,29",3.40,"17,09,2024,16,29",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,bet365,1.30,"17,09,2024,19,05",3.50,"17,09,2024,19,05",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,betfair,1.29,"17,09,2024,17,14",3.70,"16,09,2024,18,27",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,betinasia,1.30,"17,09,2024,18,58",3.59,"17,09,2024,19,28",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,betway,1.30,"17,09,2024,16,16",3.40,"17,09,2024,16,16",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,bwin,1.30,"17,09,2024,19,00",3.25,"17,09,2024,19,00",
/football/europe/champions-league-2024-2025/bayern-munich-din-zagreb/WW2NipYF/,WW2NipYF,betfair exchange,1.30,"17,09,2024,19,56",3.85,"17,09,2024,19,56",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betfair,1.91,"08,04,2025,18,26",1.91,"08,04,2025,12,18",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betinasia,1.90,"18,03,2025,09,49",2.00,"18,03,2025,09,49",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,bets.io,1.76,"21,03,2025,20,35",1.95,"21,03,2025,20,35",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betsafe,1.94,"08,04,2025,18,52",1.91,"08,04,2025,18,52",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betsson,1.94,"08,04,2025,18,50",1.91,"08,04,2025,18,50",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betway,1.91,"08,04,2025,18,52",1.88,"08,04,2025,18,52",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,bwin,1.83,"08,04,2025,18,54",1.88,"08,04,2025,18,54",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,cloudbet,1.94,"08,04,2025,19,55",1.96,"08,04,2025,19,55",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,duelbits,1.92,"08,04,2025,19,53",1.94,"08,04,2025,19,53",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,mozzartbet,1.90,"08,04,2025,19,10",1.90,"08,04,2025,19,10",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,unibet,1.89,"08,04,2025,19,43",1.91,"08,04,2025,19,43",
/football/europe/champions-league-2024-2025/bayern-munich-inter/YVVGlgae/,YVVGlgae,betfair exchange,1.92,"08,04,2025,19,51",1.97,"08,04,2025,19,51",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,888sport,1.44,"26,11,2024,17,32",2.70,"26,11,2024,17,32",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,bet365,1.53,"26,11,2024,20,53",2.50,"26,11,2024,20,53",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,betfair,1.50,"26,11,2024,20,41",2.60,"26,11,2024,20,41",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,betinasia,1.53,"26,11,2024,20,59",2.61,"26,11,2024,20,59",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,betway,1.50,"26,11,2024,20,24",2.50,"26,11,2024,20,24",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,bwin,1.47,"26,11,2024,20,24",2.50,"26,11,2024,20,24",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,duelbits,1.51,"26,11,2024,20,46",2.50,"26,11,2024,20,46",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,unibet,1.44,"26,11,2024,20,05",2.80,"26,11,2024,20,05",
/football/europe/champions-league-2024-2025/bayern-munich-psg/n7odw6zK/,n7odw6zK,betfair exchange,1.53,"26,11,2024,20,57",2.69,"26,11,2024,20,57",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,1xbet,1.07,"29,01,2025,20,56",9.52,"29,01,2025,20,56",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,888sport,1.11,"23,01,2025,11,04",6.00,"23,01,2025,11,04",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,bet365,1.06,"29,01,2025,20,40",10.00,"29,01,2025,20,40",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,betfair,1.05,"29,01,2025,20,25",10.00,"29,01,2025,20,25",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,betsafe,1.06,"29,01,2025,20,50",10.00,"29,01,2025,20,50",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,betsson,1.06,"29,01,2025,20,15",10.00,"29,01,2025,20,15",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,betway,1.06,"29,01,2025,16,43",8.50,"29,01,2025,16,43",
/football/europe/champions-league-2024-2025/bayern-munich-slovan-bratislava/4rMBVgHD/,4rMBVgHD,bwin,1.07,"29,01,2025,19,49",8.25,"29,01,2025,20,35",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,888sport,1.85,"20,09,2024,09,58",1.91,"20,09,2024,09,58",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,betfair,1.91,"02,10,2024,18,54",1.91,"02,10,2024,11,17",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,betsafe,1.94,"02,10,2024,19,02",1.91,"02,10,2024,19,02",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,betsson,1.94,"02,10,2024,19,02",1.91,"02,10,2024,19,02",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,betway,1.91,"02,10,2024,18,55",1.88,"02,10,2024,18,55",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,bwin,1.85,"02,10,2024,18,57",1.85,"02,10,2024,18,57",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,unibet,1.86,"02,10,2024,19,21",1.94,"02,10,2024,19,51",
/football/europe/champions-league-2024-2025/benfica-atl-madrid/CrvNh0hc/,CrvNh0hc,betfair exchange,1.93,"02,10,2024,19,59",1.95,"02,10,2024,19,59",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,1xbet,1.38,"21,01,2025,20,50",3.16,"21,01,2025,20,51",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,888sport,1.36,"21,01,2025,16,50",3.00,"21,01,2025,16,50",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,betfair,1.40,"21,01,2025,18,12",3.00,"21,01,2025,17,30",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,betinasia,1.43,"21,01,2025,20,59",2.91,"21,01,2025,20,59",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,betway,1.40,"21,01,2025,20,56",2.88,"21,01,2025,20,56",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,bwin,1.39,"21,01,2025,18,35",2.80,"21,01,2025,18,35",
/football/europe/champions-league-2024-2025/benfica-barcelona/GdM1Bjn3/,GdM1Bjn3,duelbits,1.41,"21,01,2025,17,19",2.85,"21,01,2025,17,19",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,bet365,1.44,"05,03,2025,20,42",2.75,"05,03,2025,20,42",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,betfair,1.44,"05,03,2025,18,33",2.80,"05,03,2025,18,04",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,betway,1.45,"05,03,2025,20,53",2.70,"05,03,2025,20,35",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,bwin,1.43,"05,03,2025,20,38",2.65,"05,03,2025,20,38",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,unibet,1.42,"05,03,2025,20,53",2.88,"05,03,2025,20,59",
/football/europe/champions-league-2024-2025/benfica-barcelona/WtWCNn2l/,WtWCNn2l,betfair exchange,1.48,"05,03,2025,20,58",2.86,"05,03,2025,20,58",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,888sport,1.75,"11,12,2024,08,30",2.05,"11,12,2024,08,30",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,bet365,1.73,"11,12,2024,20,55",2.10,"11,12,2024,20,55",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,betfair,1.75,"11,12,2024,20,09",2.10,"11,12,2024,20,09",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,betsafe,1.79,"11,12,2024,20,56",2.08,"11,12,2024,20,56",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,betsson,1.79,"11,12,2024,20,56",2.08,"11,12,2024,20,56",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,betway,1.70,"03,12,2024,20,40",2.05,"03,12,2024,20,40",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,bwin,1.72,"11,12,2024,20,53",2.00,"11,12,2024,20,53",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,duelbits,1.79,"11,12,2024,20,01",2.00,"11,12,2024,20,01",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,unibet,1.70,"11,12,2024,20,19",2.15,"11,12,2024,20,54",
/football/europe/champions-league-2024-2025/benfica-bologna/hxY9wOmn/,hxY9wOmn,betfair exchange,1.79,"11,12,2024,20,57",2.12,"11,12,2024,20,57",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,888sport,1.53,"23,10,2024,06,32",2.45,"23,10,2024,06,32",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,bet365,1.53,"23,10,2024,19,59",2.50,"23,10,2024,19,59",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,betfair,1.53,"23,10,2024,19,27",2.50,"23,10,2024,19,27",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,betsafe,1.54,"23,10,2024,19,20",2.56,"23,10,2024,19,20",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,betsson,1.54,"23,10,2024,19,19",2.56,"23,10,2024,19,19",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,betway,1.55,"23,10,2024,19,18",2.40,"23,10,2024,19,18",
/football/europe/champions-league-2024-2025/benfica-feyenoord/tb4iLtYH/,tb4iLtYH,bwin,1.52,"23,10,2024,09,30",2.37,"23,10,2024,09,30",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,1xbet,1.48,"18,02,2025,20,53",2.75,"18,02,2025,20,53",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,bet365,1.44,"18,02,2025,20,33",2.75,"18,02,2025,20,33",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,betinasia,1.48,"18,02,2025,20,58",2.73,"18,02,2025,20,58",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,bets.io,1.48,"18,02,2025,20,39",2.75,"18,02,2025,20,19",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,betsafe,1.48,"18,02,2025,20,34",2.73,"18,02,2025,20,59",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,betsson,1.48,"18,02,2025,20,33",2.73,"18,02,2025,20,58",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,betway,1.48,"18,02,2025,20,56",2.60,"18,02,2025,20,56",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,bwin,1.46,"18,02,2025,20,34",2.55,"18,02,2025,20,34",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,duelbits,1.48,"18,02,2025,20,48",2.65,"18,02,2025,20,48",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,unibet,1.46,"18,02,2025,20,24",2.70,"18,02,2025,20,54",
/football/europe/champions-league-2024-2025/benfica-monaco/QPWKwWwA/,QPWKwWwA,betfair exchange,1.51,"18,02,2025,20,41",2.73,"18,02,2025,20,41",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,1xbet,1.90,"21,01,2025,20,49",2.01,"21,01,2025,20,49",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,888sport,1.85,"21,01,2025,10,55",1.91,"21,01,2025,10,55",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,bet365,1.92,"21,01,2025,20,52",1.98,"21,01,2025,20,52",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,betfair,1.90,"21,01,2025,20,32",1.91,"21,01,2025,18,12",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,betsafe,1.90,"21,01,2025,20,59",1.95,"21,01,2025,20,59",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,betsson,1.94,"21,01,2025,20,30",1.91,"21,01,2025,20,30",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,betway,1.85,"21,01,2025,20,48",1.91,"21,01,2025,20,48",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,bwin,1.83,"21,01,2025,20,05",1.87,"21,01,2025,20,05",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,duelbits,1.87,"21,01,2025,12,12",1.90,"21,01,2025,12,12",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,unibet,1.86,"21,01,2025,20,52",1.95,"21,01,2025,20,52",
/football/europe/champions-league-2024-2025/bologna-dortmund/YZNY7HuB/,YZNY7HuB,betfair exchange,1.90,"21,01,2025,20,57",1.99,"21,01,2025,20,57",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,bet365,2.38,"27,11,2024,20,08",1.57,"27,11,2024,20,08",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,betfair,2.40,"27,11,2024,20,43",1.57,"27,11,2024,20,43",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,betsafe,2.42,"27,11,2024,20,49",1.60,"27,11,2024,20,49",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,betsson,2.42,"27,11,2024,20,49",1.60,"27,11,2024,20,49",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,betway,2.40,"27,11,2024,20,45",1.55,"27,11,2024,20,45",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,bwin,2.25,"27,11,2024,19,00",1.57,"27,11,2024,20,15",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,duelbits,2.36,"27,11,2024,20,57",1.57,"27,11,2024,20,57",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,unibet,2.28,"27,11,2024,20,51",1.63,"27,11,2024,20,51",
/football/europe/champions-league-2024-2025/bologna-lille/K6Ku6Pp4/,K6Ku6Pp4,betfair exchange,2.48,"27,11,2024,20,59",1.60,"27,11,2024,20,59",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,888sport,2.00,"05,11,2024,20,57",1.80,"05,11,2024,20,57",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,bet365,2.04,"05,11,2024,20,57",1.86,"05,11,2024,20,57",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betfair,1.95,"05,11,2024,20,52",1.85,"05,11,2024,20,52",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betinasia,2.06,"05,11,2024,20,55",1.88,"05,11,2024,20,45",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betsafe,1.99,"05,11,2024,20,59",1.86,"05,11,2024,20,59",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betsson,1.99,"05,11,2024,20,59",1.86,"05,11,2024,20,59",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betway,2.00,"05,11,2024,20,48",1.78,"05,11,2024,20,48",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,bwin,1.90,"05,11,2024,20,24",1.78,"05,11,2024,20,24",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,duelbits,1.97,"05,11,2024,20,32",1.81,"05,11,2024,20,32",
/football/europe/champions-league-2024-2025/bologna-monaco/tWcB14fB/,tWcB14fB,betfair exchange,2.01,"05,11,2024,20,53",1.87,"05,11,2024,20,53",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,888sport,1.91,"18,09,2024,17,44",1.85,"18,09,2024,17,44",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betfair,1.91,"18,09,2024,17,33",1.90,"18,09,2024,17,33",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betinasia,2.02,"18,09,2024,17,35",1.90,"18,09,2024,17,27",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betsafe,1.98,"18,09,2024,17,41",1.87,"18,09,2024,17,41",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betsson,1.98,"18,09,2024,17,41",1.87,"18,09,2024,17,41",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betway,1.95,"18,09,2024,17,10",1.83,"18,09,2024,17,10",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,bwin,1.90,"18,09,2024,17,22",1.80,"18,09,2024,17,22",
/football/europe/champions-league-2024-2025/bologna-shakhtar/dSuJ09iR/,dSuJ09iR,betfair exchange,2.01,"18,09,2024,17,38",1.88,"18,09,2024,17,38",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,1xbet,1.64,"23,10,2024,17,44",2.32,"23,10,2024,17,44",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,888sport,1.62,"23,10,2024,17,16",2.25,"23,10,2024,17,16",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,bet365,1.68,"23,10,2024,17,43",2.05,"23,10,2024,17,43",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,betfair,1.67,"23,10,2024,17,37",2.20,"23,10,2024,17,37",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,betsson,1.67,"23,10,2024,17,44",2.27,"23,10,2024,17,44",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,betway,1.67,"23,10,2024,17,35",2.20,"23,10,2024,17,23",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,bwin,1.62,"23,10,2024,17,26",2.15,"23,10,2024,17,26",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,unibet,1.64,"23,10,2024,17,36",2.25,"23,10,2024,17,36",
/football/europe/champions-league-2024-2025/brest-bayer-leverkusen/QmZgCokm/,QmZgCokm,betfair exchange,1.74,"23,10,2024,17,38",2.22,"23,10,2024,17,38",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,1xbet,1.56,"11,02,2025,18,42",2.50,"11,02,2025,18,42",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,888sport,1.47,"01,02,2025,23,31",2.60,"01,02,2025,23,31",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,bet365,1.57,"11,02,2025,18,37",2.38,"11,02,2025,18,37",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,betfair,1.50,"11,02,2025,18,18",2.60,"11,02,2025,18,18",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,bets.io,1.54,"11,02,2025,18,44",2.55,"11,02,2025,18,44",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,betsafe,1.57,"11,02,2025,18,41",2.48,"11,02,2025,18,41",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,betsson,1.57,"11,02,2025,18,41",2.48,"11,02,2025,18,41",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,betway,1.55,"11,02,2025,18,33",2.40,"11,02,2025,18,33",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,bwin,1.53,"11,02,2025,18,39",2.35,"11,02,2025,18,39",
/football/europe/champions-league-2024-2025/brest-psg/b7xfj9NF/,b7xfj9NF,duelbits,1.53,"11,02,2025,18,31",2.52,"11,02,2025,18,31",
