event_id,kickoff,home_team,away_team,home_goals,away_goals,team,side,player_id,player_name,position_raw,position_group,starter,subbed_in,subbed_out,minutes,goals,assists,shots,shots_on_target,saves,fouls_committed,fouls_suffered,yellow_cards,red_cards,own_goals
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,231265,Bailey Peacock-Farrell,G,GK,1,0,0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,212257,Krystian Bielik,CD-L,DEF,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,243581,Dion Sanderson,CD-R,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,251627,Alex Cochrane,LB,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,291434,Ethan Laird,RB,DEF,1,0,1,65.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,285471,Willum Thór Willumsson,AM,ATT,1,0,1,65.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,256598,Paik Seung-Ho,LM,MID,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,203095,Marc Leonard,RM,MID,1,0,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,251432,Alfie May,F,ATT,1,0,0,90.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,259032,Siriki Dembele,AM-L,ATT,1,0,1,65.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,195105,Koji Miyoshi,AM-R,ATT,1,0,1,65.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,184797,Lukas Jutkiewicz,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,216186,Keshi Anderson,SUB,SUB,0,1,0,25.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,263133,Christoph Klarer,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,336358,Brandon Khela,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,28761,Luke Harris,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,214178,Emil Hansson,SUB,SUB,0,1,0,25.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Birmingham City,home,134929,Ryan Allsop,SUB,SUB,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,228638,Joel Pereira,G,GK,1,0,0,90.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,367427,Tyler Bindon,CD-L,DEF,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,325989,Amadou Salif Mbengue,CD-R,DEF,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,301486,Jeriel Dorsett,LB,DEF,1,0,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,319973,Michael Craig,RB,DEF,1,0,0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,262513,Lewis Wing,CM,MID,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,259283,Harvey Knibbs,LM,MID,1,0,0,90.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,325534,Benjamin Elliott,RM,MID,1,0,1,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,243757,Sam Smith,F,ATT,1,0,0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,324653,Kelvin Ehibhatiomhan,LF,MID,1,0,1,65.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,302986,Mamadi Camara,RF,MID,1,0,1,65.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,325557,Charlie Savage,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708176,2024-08-10T16:30Z,Birmingham City,Reading,1,1,Reading,away,301058,Jayden Wareham,SUB,SUB,0,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
